url,rank,score,raw_score,grade,grade_reliable,coverage_note,total_findings,critical,high,medium,low,info,tests_run,modules_discovered,waf,page_is_representative,duration_seconds,findings_by_scout,ocsp_stapling
https://afyayangu.go.ke,92002,41,41.0,F,True,,29,0,2,4,13,10,10,10,Cloudflare,True,15.44,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 1, ""test_08_cors"": 1, ""test_09_sri"": 3, ""test_10_hallucinated_deps"": 1}",false
https://christianlyricz.com,92365,43,43.0,F,True,,29,0,2,3,13,11,10,10,Cloudflare,True,9.36,"{""test_04_ssl_tls"": 4, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 6, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 2, ""test_10_hallucinated_deps"": 1}",false
https://e-raj.in,92561,91,91.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,1,2,3,2,10,Cloudflare,False,4.17,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://geo-company.net,92797,70,70.0,C,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 1/10 scan modules completed.,3,0,2,0,0,1,1,10,,False,0.83,"{""test_07_email_security"": 3}",
https://kilat77.lc,93161,66,66.0,C,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,7,0,2,0,2,3,2,10,Cloudflare,False,3.19,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 3}",false
https://kino20.gr,93170,0,-14.0,F,True,,31,1,4,3,11,12,10,10,,True,6.03,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 15, ""test_06_info_disclosure"": 5, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://lolokino.buzz,93269,36,36.0,F,True,,35,0,3,7,13,12,10,10,Cloudflare,True,4.68,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 4, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 8, ""test_10_hallucinated_deps"": 1}",false
https://member2you.com,93396,36,36.0,F,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,8,0,4,0,2,2,2,10,,False,13.18,"{""test_04_ssl_tls"": 5, ""test_07_email_security"": 3}",false
https://onedzair.com,93624,0,-21.0,F,True,,31,2,2,4,14,9,10,10,,True,3.97,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 16, ""test_06_info_disclosure"": 4, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 2, ""test_10_hallucinated_deps"": 1}",false
https://pusatagam69.com,93834,0,-14.0,F,True,,52,0,5,8,12,27,10,10,Cloudflare,True,10.63,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 23, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 4, ""test_10_hallucinated_deps"": 1}",false
https://radio.co.ma,93859,56,56.0,D,True,,33,0,2,8,12,11,10,10,Cloudflare,True,4.89,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 4, ""test_07_email_security"": 1, ""test_08_cors"": 1, ""test_09_sri"": 9, ""test_10_hallucinated_deps"": 1}",false
https://sattaindianmatka.com,93989,0,-27.0,F,True,,34,1,5,8,12,8,10,10,,True,23.98,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 2, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 7, ""test_10_hallucinated_deps"": 1}",false
https://saude.rn.gov.br,93999,100,100.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 1/10 scan modules completed.,1,0,0,0,0,1,1,10,,False,22.66,"{""test_07_email_security"": 1}",
https://sky77daftar.one,94110,1,1.0,F,True,,29,0,5,2,11,11,10,10,Cloudflare,True,4.28,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://sportstrack.in,94153,0,-7.0,F,True,,34,0,5,7,12,10,10,10,Cloudflare,True,6.68,"{""test_02_frontend_libs"": 3, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 4, ""test_10_hallucinated_deps"": 1}",false
https://suruma.in,94205,0,-72.0,F,True,,50,3,2,13,17,15,10,10,,True,9.1,"{""test_02_frontend_libs"": 4, ""test_03_cookies"": 2, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 11, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 11, ""test_10_hallucinated_deps"": 1}",false
https://thaixtale.org,94288,6,6.0,F,True,,44,0,5,5,11,23,10,10,Cloudflare,True,7.06,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 16, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 4, ""test_10_hallucinated_deps"": 1}",false
https://varnatraffic.com,94428,0,-16.0,F,True,,31,0,5,7,14,5,10,10,,True,6.48,"{""test_03_cookies"": 3, ""test_04_ssl_tls"": 3, ""test_05_security_headers"": 16, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 3, ""test_10_hallucinated_deps"": 1}",false
https://whs-saas.com,94526,70,70.0,C,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 1/10 scan modules completed.,3,0,2,0,0,1,1,10,,False,0.22,"{""test_07_email_security"": 3}",
https://xxxgr.net,94597,51,51.0,F,True,,25,0,2,1,11,11,10,10,Cloudflare,True,5.94,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://yotepya.com,94622,0,-10.0,F,True,,51,0,5,7,10,29,10,10,,True,3.64,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 7, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 23, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 2, ""test_10_hallucinated_deps"": 1}",false
https://clook.net,94977,11,11.0,F,True,,29,0,4,4,11,10,10,10,Cloudflare,True,5.29,"{""test_02_frontend_libs"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 5, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1}",false
https://maillist-manage.eu,95021,51,51.0,F,True,,36,0,2,1,12,21,10,10,,True,4.24,"{""test_03_cookies"": 2, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 14, ""test_07_email_security"": 1, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://elnashra.com,95032,28,28.0,F,True,,34,0,3,9,12,10,10,10,Cloudflare,True,8.9,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 3, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 4, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 7, ""test_10_hallucinated_deps"": 1}",false
https://blogspot.my,95179,38,38.0,F,True,,28,0,2,4,12,10,10,10,,True,4.79,"{""test_03_cookies"": 3, ""test_04_ssl_tls"": 6, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 1, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://startupgrind.com,95206,23,23.0,F,True,,99,0,3,39,47,10,10,10,,True,10.36,"{""test_02_frontend_libs"": 2, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 2, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 71, ""test_10_hallucinated_deps"": 1}",false
https://burga.com,95268,0,-86.0,F,True,,52,0,8,20,13,11,10,10,Cloudflare,True,8.12,"{""test_01_secrets"": 6, ""test_03_cookies"": 10, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 12, ""test_06_info_disclosure"": 5, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 10, ""test_10_hallucinated_deps"": 1}",false
https://commanders.com,95311,11,11.0,F,True,,31,0,4,8,13,6,10,10,,True,9.07,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 6, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 5, ""test_10_hallucinated_deps"": 1}",false
https://metrological.com,95834,8,8.0,F,True,,28,1,3,4,13,7,10,10,Akamai,True,5.31,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 4, ""test_10_hallucinated_deps"": 1}",false
https://carolina.com,96133,94,94.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,5,0,0,0,3,2,2,10,Cloudflare,False,8.1,"{""test_04_ssl_tls"": 3, ""test_07_email_security"": 2}",false
https://brockport.edu,96218,91,91.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,1,2,3,2,10,AWS CloudFront,False,6.8,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://fastbull.com,96417,0,-19.0,F,True,,77,0,3,16,52,6,10,10,,True,13.39,"{""test_02_frontend_libs"": 5, ""test_03_cookies"": 3, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 45, ""test_10_hallucinated_deps"": 1}",false
https://diariolasamericas.com,96465,91,91.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,1,2,3,2,10,Cloudflare,False,9.47,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://vserabotaet.net,96781,33,33.0,F,True,,24,0,3,2,11,8,10,10,,True,5.98,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 6, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://divainparfums.com,97008,94,94.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,0,3,3,2,10,Cloudflare,False,3.66,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://nulled-ns.com,97432,100,100.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 1/10 scan modules completed.,3,0,0,0,0,3,1,10,,False,1.38,"{""test_07_email_security"": 3}",
https://comicshubingestion.goog,97463,93,93.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,1,1,4,2,10,,False,3.72,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://fcgov.com,98038,94,94.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,7,0,0,0,3,4,2,10,,False,13.79,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 3}",false
https://cenpac.net.nr,98111,51,51.0,F,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,8,0,3,0,2,3,2,10,,False,15.29,"{""test_04_ssl_tls"": 6, ""test_07_email_security"": 2}",false
https://sirabee.com,98173,27,27.0,F,True,,31,0,3,6,12,10,10,10,Cloudflare,True,4.98,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 3, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 4, ""test_10_hallucinated_deps"": 1}",false
https://glideapps.com,98260,6,6.0,F,True,,30,0,4,4,13,9,10,10,,True,13.82,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 6, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://theyouthdream.com,98447,0,-59.0,F,True,,35,2,3,10,11,9,10,10,Cloudflare,True,22.96,"{""test_02_frontend_libs"": 3, ""test_03_cookies"": 4, ""test_04_ssl_tls"": 5, ""test_05_security_headers"": 13, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 2, ""test_10_hallucinated_deps"": 1}",false
https://thecomicseries.com,98548,3,3.0,F,True,,46,0,5,2,11,28,10,10,,True,8.42,"{""test_04_ssl_tls"": 4, ""test_05_security_headers"": 15, ""test_06_info_disclosure"": 22, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://bloomreach.cloud,98797,70,70.0,C,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 1/10 scan modules completed.,3,0,2,0,0,1,1,10,,False,0.29,"{""test_07_email_security"": 3}",
https://footballguys.com,98927,13,13.0,F,True,,31,1,2,8,12,8,10,10,,True,8.21,"{""test_02_frontend_libs"": 2, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 14, ""test_06_info_disclosure"": 1, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 6, ""test_10_hallucinated_deps"": 1}",false
https://taylor.fish,99227,41,41.0,F,True,,28,0,2,3,13,10,10,10,,True,9.48,"{""test_03_cookies"": 1, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 15, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://samgtu.ru,99234,0,-17.0,F,True,,31,0,6,4,11,10,10,10,,True,7.97,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 2, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 15, ""test_06_info_disclosure"": 4, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://lightnews.app,99325,81,81.0,B,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,1,0,2,3,2,10,,False,19.1,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://zoomcorp.com,99409,16,16.0,F,True,,24,0,4,3,11,6,10,10,Cloudflare,True,6.78,"{""test_04_ssl_tls"": 4, ""test_05_security_headers"": 12, ""test_06_info_disclosure"": 2, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
https://collaboraoffice.com,99428,76,76.0,B,True,,133,0,0,33,90,10,10,10,,True,14.13,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 12, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 2, ""test_08_cors"": 1, ""test_09_sri"": 108, ""test_10_hallucinated_deps"": 1}",false
https://thespicehouse.com,99610,91,91.0,A,False,Grade may be unreliable: page was not representative (WAF/challenge/error response detected); only 2/10 scan modules completed.,6,0,0,1,2,3,2,10,Cloudflare,False,4.19,"{""test_04_ssl_tls"": 4, ""test_07_email_security"": 2}",false
https://yalelawjournal.org,99645,28,28.0,F,True,,26,0,4,2,10,10,10,10,Cloudflare,True,4.36,"{""test_02_frontend_libs"": 1, ""test_03_cookies"": 1, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 10, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 3, ""test_08_cors"": 1, ""test_09_sri"": 2, ""test_10_hallucinated_deps"": 1}",false
https://pioneer-car.eu,99651,68,68.0,C,True,,26,0,0,4,10,12,10,10,Cloudflare,True,5.22,"{""test_02_frontend_libs"": 2, ""test_03_cookies"": 2, ""test_04_ssl_tls"": 4, ""test_05_security_headers"": 11, ""test_06_info_disclosure"": 3, ""test_07_email_security"": 1, ""test_08_cors"": 1, ""test_09_sri"": 1, ""test_10_hallucinated_deps"": 1}",false
