rank,domain,url,status,result_file,error_type,error_message
65968,alouissupply.com,https://alouissupply.com,success,rank_65968_alouissupply.com.json,,
66079,groundcloud.io,https://groundcloud.io,success,rank_66079_groundcloud.io.json,,
66541,bx024.vip,https://bx024.vip,success,rank_66541_bx024.vip.json,,
66648,apolloduck.co.uk,https://apolloduck.co.uk,success,rank_66648_apolloduck.co.uk.json,,
67419,aalqhky.pics,https://aalqhky.pics,success,rank_67419_aalqhky.pics.json,,
67717,kickfire.com,https://kickfire.com,success,rank_67717_kickfire.com.json,,
67739,temptalia.com,https://temptalia.com,success,rank_67739_temptalia.com.json,,
67756,semsportal.com,https://semsportal.com,success,rank_67756_semsportal.com.json,,
67923,xxxvideo.blog,https://xxxvideo.blog,success,rank_67923_xxxvideo.blog.json,,
68136,84302764.xyz,https://84302764.xyz,success,rank_68136_84302764.xyz.json,,
68753,republic.ru,https://republic.ru,success,rank_68753_republic.ru.json,,
68806,awsdns-cn-48.net,https://awsdns-cn-48.net,success,rank_68806_awsdns-cn-48.net.json,,
68906,bfkgames.com,https://bfkgames.com,success,rank_68906_bfkgames.com.json,,
69291,superiorhealthplan.com,https://superiorhealthplan.com,success,rank_69291_superiorhealthplan.com.json,,
69724,quick-tv.com,https://quick-tv.com,success,rank_69724_quick-tv.com.json,,
69906,pld-linux.org,https://pld-linux.org,success,rank_69906_pld-linux.org.json,,
70021,sawbuck.com,https://sawbuck.com,success,rank_70021_sawbuck.com.json,,
70733,alle.com,https://alle.com,success,rank_70733_alle.com.json,,
70741,yummywins.io,https://yummywins.io,success,rank_70741_yummywins.io.json,,
71380,transtelematica.ru,https://transtelematica.ru,success,rank_71380_transtelematica.ru.json,,
71421,designhill.com,https://designhill.com,success,rank_71421_designhill.com.json,,
71462,ragingbullslots.com,https://ragingbullslots.com,success,rank_71462_ragingbullslots.com.json,,
71542,bitcoin-supply.com,https://bitcoin-supply.com,success,rank_71542_bitcoin-supply.com.json,,
71557,dic.at,https://dic.at,success,rank_71557_dic.at.json,,
